OBJECTID,BLOCK GEO ID,Median morning temperature,Median afternoon temperature,Median evening temperature,Percent tree coverage,Percent impervious coverage,Mean distance to water,TRACT GEO ID,Contains heat mapping,Total Pop,ALAND20,AWATER20,Percent heat mapping coverage,HRA name 2010,HRA ID 2010,HRA ID 2020,HRA name 2020,CITYNAME,include,2010 Census Tract Geo ID,Cardiovascular disease mortality rate,Quintile rank of cardiovascular disease mortality rate,Life expectancy,Quintile rank of life expectancy,Percent adults with diabetes,Quintile rank of adults with diabetes,Climate Change Disadvantaged,Clean Energy and Energy Efficiency Disadvantaged,Health Burdens Disadvantaged,Affordable and Sustainable Housing Disadvantaged,Reduction and Remediation of Legacy Pollution Disadvantaged,Clean Transit Disadvantaged,Training and Workforce Development Disadvantaged,Critical Clean Water and Waste Infrastructure Disadvantaged,Identified as disadvantaged,Percent of Population 65 Years and Over who Lives Alone,Percent of adults 18 years and over who have limited English ability,Percent of population with a disability,SVI Overall percentile ranking,SVI Sum of series for Socioeconomic Status theme,SVI Sum of series for Household Characteristics theme,SVI Sum of series for Racial and Ethnic Minority Status theme,SVI Sum of series for Housing Type / Transportation theme,SVI Sum of series themes,Percent of population whose income in the past 12 months is under 2.00x (200% of) the federal poverty level,Quintile rank of SVI overall theme,Quintile rank of SVI Socioeconomic Status theme,Quintile rank of SVI Household Characteristics theme,Quintile rank of SVI Racial and Ethnic Minority Status theme,Quintile rank of SVI Housing Type / Transportation theme,Quintile rank of senior social isolation,Quintile rank of limited English population,Quintile rank of population under 200% of the federal poverty level,Quintile rank of population with a disability,Quintile rank of tree coverage,Quintile rank of impervious coverage,Quintile rank of distance to water,Quintile rank of morning temperature,Quintile rank of afternoon temperature,Quintile rank of evening temperature,Percent LCI opportunity area coverage,Contains LCI opportunity area,Quintile rank of cardiovascular disease mortality rate,Shape__Area,Shape__Length,FEMA Community Disaster Resilience Zone,King County Council district,School District,Percent under 18 years old,Percent severe housing cost burdened,Percent single family homes,Percent multi-family homes,Quintile rank of population under 18,Quintile rank of households with severe housing cost burden,Quintile rank of multi-family homes
20660,530330038001001,62.7340621948242,88.896110534668,86.3017807006836,0.264955419513806,0.524853584493309,6665.52222290039,53033003800,1,67,16446,0,100.000000000642,NE Seattle,2600,50,Seattle - Ravenna and Bryant,Seattle,1,53033003800,,1,85.5,1,0.029,1,0,0,0,0,0,0,0,0,0,29.1,5.3,5.9,0.0583,1.0851,0.7175,0.6111,1.9314,4.3451,11.9,1,2,1,2,2,3,2,2,1,3,3,3,4,2,4,0,0,1,177009.365570068,1859.75022180918,0,1,Seattle,20.9,14.4864864864865,63.6,36.4476386036961,3,4,3
20661,530330038001004,61.9180145263672,88.0579872131348,84.8711395263672,0.298823990591925,0.544054854395704,7888.40034790039,53033003800,1,59,16027,0,99.9999999998655,NE Seattle,2600,50,Seattle - Ravenna and Bryant,Seattle,1,53033003800,,1,85.5,1,0.029,1,0,0,0,0,0,0,0,0,0,29.1,5.3,5.9,0.0583,1.0851,0.7175,0.6111,1.9314,4.3451,11.9,1,2,1,2,2,3,2,2,1,2,4,3,3,1,2,0,0,1,172504.664337158,1847.28368176673,0,1,Seattle,20.9,14.4864864864865,63.6,36.4476386036961,3,4,3
20662,530330038001007,62.8843288421631,88.7265663146973,86.1361083984375,0.248951173792734,0.52303548245631,7101.52423095703,53033003800,1,80,16369,0,100.000000000897,NE Seattle,2600,50,Seattle - Ravenna and Bryant,Seattle,1,53033003800,,1,85.5,1,0.029,1,0,0,0,0,0,0,0,0,0,29.1,5.3,5.9,0.0583,1.0851,0.7175,0.6111,1.9314,4.3451,11.9,1,2,1,2,2,3,2,2,1,3,3,3,5,2,4,0,0,1,176186.89956665,1857.36251843902,0,1,Seattle,20.9,14.4864864864865,63.6,36.4476386036961,3,4,3
20663,530330038001005,62.179515838623,88.4348831176758,85.2051391601563,0.317108566049576,0.515673159391114,7762.37953796387,53033003800,1,61,16018,0,100.00000000003,NE Seattle,2600,50,Seattle - Ravenna and Bryant,Seattle,1,53033003800,,1,85.5,1,0.029,1,0,0,0,0,0,0,0,0,0,29.1,5.3,5.9,0.0583,1.0851,0.7175,0.6111,1.9314,4.3451,11.9,1,2,1,2,2,3,2,2,1,2,3,3,4,2,2,0,0,1,172403.776245117,1846.55430283783,0,1,Seattle,20.9,14.4864864864865,63.6,36.4476386036961,3,4,3
20664,530330038001006,62.198184967041,88.5745620727539,85.8265914916992,0.366389724246904,0.445698941258327,7593.98426025391,53033003800,1,80,20515,0,99.9999999993571,NE Seattle,2600,50,Seattle - Ravenna and Bryant,Seattle,1,53033003800,,1,85.5,1,0.029,1,0,0,0,0,0,0,0,0,0,29.1,5.3,5.9,0.0583,1.0851,0.7175,0.6111,1.9314,4.3451,11.9,1,2,1,2,2,3,2,2,1,2,2,3,4,2,3,0,0,1,220803.755432129,1992.15236970634,0,1,Seattle,20.9,14.4864864864865,63.6,36.4476386036961,3,4,3
20665,530330043013001,61.2912769317627,88.3980865478516,85.8717498779297,0.228609878175465,0.6893550740781,7534.61106806216,53033004301,1,46,8854,0,99.9999999997923,NE Seattle,2600,50,Seattle - Ravenna and Bryant,Seattle,1,53033004301,133.77,2,85.5,1,0.029,1,0,0,0,0,0,0,0,0,0,43.8,3.7,4.1,0.3965,2.6274,0.9119,0.6738,2.8757,7.0888,31.1,3,4,1,3,4,5,1,5,1,3,5,3,2,1,3,0,0,2,95294.8668518066,1249.23955851166,0,2,Seattle,21.1,19.1926345609065,53.6,46.3704630788486,3,5,4
20666,530330043013007,61.8576011657715,87.6982345581055,84.2657165527344,0.362868950962863,0.575376776029884,7150.51329803467,53033004301,1,46,7132,0,99.9999999997056,NE Seattle,2600,50,Seattle - Ravenna and Bryant,Seattle,1,53033004301,133.77,2,85.5,1,0.029,1,0,0,0,0,0,0,0,0,0,43.8,3.7,4.1,0.3965,2.6274,0.9119,0.6738,2.8757,7.0888,31.1,3,4,1,3,4,5,1,5,1,2,4,3,3,1,2,0,0,2,76763.6127624512,1327.84010329261,0,2,Seattle,21.1,19.1926345609065,53.6,46.3704630788486,3,5,4
20667,530330038002013,61.5480651855469,87.9418258666992,84.9496536254883,0.281694698002028,0.564900859838815,7728.65101696196,53033003800,1,141,33571,0,100.000000000221,NE Seattle,2600,50,Seattle - Ravenna and Bryant,Seattle,1,53033003800,,1,85.5,1,0.029,1,0,0,0,0,0,0,0,0,0,29.1,5.3,5.9,0.0583,1.0851,0.7175,0.6111,1.9314,4.3451,11.9,1,2,1,2,2,3,2,2,1,2,4,3,3,1,2,0,0,1,361337.740020752,2415.82069832393,0,1,Seattle,20.9,14.4864864864865,63.6,36.4476386036961,3,4,3
20668,530330043012002,61.8210697174072,88.0888786315918,84.750373840332,0.30621538623061,0.560485997141938,7064.26170959473,53033004301,1,95,15930,0,100.000000000418,NE Seattle,2600,50,Seattle - Ravenna and Bryant,Seattle,1,53033004301,133.77,2,85.5,1,0.029,1,0,0,0,0,0,0,0,0,0,43.8,3.7,4.1,0.3965,2.6274,0.9119,0.6738,2.8757,7.0888,31.1,3,4,1,3,4,5,1,5,1,2,4,3,3,1,2,0,0,2,171458.342407227,1839.18376231758,0,2,Seattle,21.1,19.1926345609065,53.6,46.3704630788486,3,5,4
20669,530330043012004,61.3496837615967,88.7647705078125,86.2737998962402,0.303663542375486,0.541187081706352,5885.14223867814,53033004301,1,128,19050,0,100.000000000077,NE Seattle,2600,50,Seattle - Ravenna and Bryant,Seattle,1,53033004301,133.77,2,85.5,1,0.029,1,0,0,0,0,0,0,0,0,0,43.8,3.7,4.1,0.3965,2.6274,0.9119,0.6738,2.8757,7.0888,31.1,3,4,1,3,4,5,1,5,1,2,3,3,3,2,4,0,0,2,205038.153625488,2097.36568356851,0,2,Seattle,21.1,19.1926345609065,53.6,46.3704630788486,3,5,4
20670,530330043012005,61.972412109375,88.4997978210449,85.7998313903809,0.267912806778768,0.501944731983253,5808.18753916695,53033004301,1,92,19045,0,100.000000000825,NE Seattle,2600,50,Seattle - Ravenna and Bryant,Seattle,1,53033004301,133.77,2,85.5,1,0.029,1,0,0,0,0,0,0,0,0,0,43.8,3.7,4.1,0.3965,2.6274,0.9119,0.6738,2.8757,7.0888,31.1,3,4,1,3,4,5,1,5,1,3,3,3,3,2,3,0,0,2,204986.711639404,2097.11802651561,0,2,Seattle,21.1,19.1926345609065,53.6,46.3704630788486,3,5,4
20671,530330043012011,61.1298713684082,89.274600982666,86.10791015625,0.25593492246115,0.615272663890774,5207.64962387085,53033004301,1,69,12901,0,99.9999999997072,NE Seattle,2600,50,Seattle - Ravenna and Bryant,Seattle,1,53033004301,133.77,2,85.5,1,0.029,1,0,0,0,0,0,0,0,0,0,43.8,3.7,4.1,0.3965,2.6274,0.9119,0.6738,2.8757,7.0888,31.1,3,4,1,3,4,5,1,5,1,3,4,2,2,3,4,0,0,2,138858.761383057,1588.28391255538,0,2,Seattle,21.1,19.1926345609065,53.6,46.3704630788486,3,5,4
20672,530330043021004,62.7270011901855,89.991569519043,86.2845840454102,0.178030073548121,0.671050423867895,4373.0084735999,53033004302,1,204,17252,0,99.9999999998501,NE Seattle,2600,50,Seattle - Ravenna and Bryant,Seattle,1,53033004302,175.06,3,85.5,1,0.029,1,0,0,0,0,0,0,0,0,0,68.4,8.3,9.8,0.7302,3.574,1.1381,0.7541,3.7948,9.261,69.9,4,5,1,3,5,5,3,5,3,4,4,2,4,4,4,0,0,3,185690.963867188,1711.60920971295,0,2,Seattle,4.4,34.6084877465631,6.2,93.8208032955716,1,5,5
20673,530330043021003,62.5286750793457,89.7629241943359,87.1443862915039,0.10486124280928,0.848093367779225,4548.78475126379,53033004302,1,306,16534,0,100.00000000015,NE Seattle,2600,50,Seattle - Ravenna and Bryant,Seattle,1,53033004302,175.06,3,85.5,1,0.029,1,0,0,0,0,0,0,0,0,0,68.4,8.3,9.8,0.7302,3.574,1.1381,0.7541,3.7948,9.261,69.9,4,5,1,3,5,5,3,5,3,5,5,2,4,4,5,0,0,3,177961.53793335,1772.08490630523,0,2,Seattle,4.4,34.6084877465631,6.2,93.8208032955716,1,5,5
20674,530330043021005,62.7222747802734,90.4713134765625,87.1690826416016,0.148418352807068,0.778833672973173,4271.84251573351,53033004302,1,37,3666,0,99.9999999999325,NE Seattle,2600,50,Seattle - Ravenna and Bryant,Seattle,1,53033004302,175.06,3,85.5,1,0.029,1,0,0,0,0,0,0,0,0,0,68.4,8.3,9.8,0.7302,3.574,1.1381,0.7541,3.7948,9.261,69.9,4,5,1,3,5,5,3,5,3,4,5,2,4,5,5,0,0,3,39453.8667907715,1146.25169290002,0,2,Seattle,4.4,34.6084877465631,6.2,93.8208032955716,1,5,5
20675,530330043012007,62.05149269104,88.1480140686035,84.9093551635742,0.398285512976083,0.48681549945037,6361.73371983782,53033004301,1,74,16023,0,99.9999999992907,NE Seattle,2600,50,Seattle - Ravenna and Bryant,Seattle,1,53033004301,133.77,2,85.5,1,0.029,1,0,0,0,0,0,0,0,0,0,43.8,3.7,4.1,0.3965,2.6274,0.9119,0.6738,2.8757,7.0888,31.1,3,4,1,3,4,5,1,5,1,2,3,3,3,1,2,0,0,2,172459.587005615,1846.86165933936,0,2,Seattle,21.1,19.1926345609065,53.6,46.3704630788486,3,5,4
20676,530330043011001,61.1907596588135,89.612434387207,87.0169906616211,0.107031285371485,0.800656634572898,4854.01661173503,53033004301,1,15,4618,0,99.9999999971944,NE Seattle,2600,50,Seattle - Ravenna and Bryant,Seattle,1,53033004301,133.77,2,85.5,1,0.029,1,0,0,0,0,0,0,0,0,0,43.8,3.7,4.1,0.3965,2.6274,0.9119,0.6738,2.8757,7.0888,31.1,3,4,1,3,4,5,1,5,1,5,5,2,2,3,5,0,0,2,49709.199005127,901.656152563589,0,2,Seattle,21.1,19.1926345609065,53.6,46.3704630788486,3,5,4
20677,530330043011000,61.6118793487549,89.4829444885254,87.1913032531738,0.219926053083322,0.669583002583448,4662.52279702719,53033004301,1,58,15831,0,99.9999999994874,NE Seattle,2600,50,Seattle - Ravenna and Bryant,Seattle,1,53033004301,133.77,2,85.5,1,0.029,1,0,0,0,0,0,0,0,0,0,43.8,3.7,4.1,0.3965,2.6274,0.9119,0.6738,2.8757,7.0888,31.1,3,4,1,3,4,5,1,5,1,3,4,2,3,3,5,0,0,2,170398.590698242,1895.06994044456,0,2,Seattle,21.1,19.1926345609065,53.6,46.3704630788486,3,5,4
20678,530330038002014,61.6986389160156,88.0244598388672,84.7087059020996,0.311487700520934,0.509980884955619,7584.881930542,53033003800,1,74,16198,0,100.000000000507,NE Seattle,2600,50,Seattle - Ravenna and Bryant,Seattle,1,53033003800,,1,85.5,1,0.029,1,0,0,0,0,0,0,0,0,0,29.1,5.3,5.9,0.0583,1.0851,0.7175,0.6111,1.9314,4.3451,11.9,1,2,1,2,2,3,2,2,1,2,3,3,3,1,2,0,0,1,174343.789367676,1851.73814750787,0,1,Seattle,20.9,14.4864864864865,63.6,36.4476386036961,3,4,3
20679,530330328002059,55.9718856811523,89.6712493896484,82.4500427246094,0.962101787784061,0.00320480031828975,86445.1403492646,53033032800,1,0,238055,0,100.00000000018,Snoqualmie/North Bend/Skykomish,24000,38,"Duvall, Carnation, Skykomish, and Northeast King County",King County,1,53033032800,215.07,4,80.8,3,0.069,3,0,0,0,0,0,0,0,0,0,54.7,0.6,16,0.3795,2.5128,2.0282,0.0164,2.4009,6.9583,16.4,3,4,2,1,3,5,1,3,5,1,1,5,1,3,1,0,0,4,2562406.13601685,7249.12894051998,0,3,Snoqualmie Valley,14.8,24.0518038852914,88.1,3.09148264984227,2,5,1
20680,530330275003016,61.4307994842529,89.4051933288574,86.5783157348633,0.252398257336154,0.412155003054366,5356.99817143654,53033027500,1,71,39919,0,100.000000000582,Burien,7000,20,Burien,Burien,1,53033027500,228.16,4,77.8,5,0.083,4,0,0,0,0,0,0,0,0,0,35.9,22.6,14.3,0.8484,3.4206,2.9187,0.8383,3.1549,10.3325,22.4,5,5,5,4,4,4,5,4,5,3,2,2,3,3,4,0,0,4,429683.004425049,2622.07597121773,0,8,Highline,18.8,20.4741379310345,72.5,26.2286860581745,2,5,3
20681,530330308011038,60.1583976745605,89.203727722168,85.583381652832,0,1,25140.0285773026,53033030801,1,0,2780,0,100.00000000495,Auburn-South,1100,2,Auburn - South,Auburn,1,53033030801,492.04,5,73.8,5,0.109,5,1,0,1,1,1,1,1,0,1,23.7,24.5,13.5,0.996,4.572,3.3994,0.9587,4.282,13.2121,42.1,5,5,5,5,5,3,5,5,5,5,5,4,2,3,3,0,0,5,29933.9728240967,1608.50963837775,1,7,Auburn,32.3,18.6025812194036,6.5,56.7119796091759,5,5,4
20682,530330279021024,61.9051380157471,87.6059951782227,85.1780624389648,0.187801711898097,0.473545608508703,4344.06962585449,53033027902,1,51,20612,0,100.000000000225,Burien,7000,20,Burien,Burien,1,53033027900,233.83,5,77.8,5,0.083,4,0,0,0,0,0,0,0,0,0,66.7,10.6,14.2,0.9005,3.9664,2.5938,0.8174,3.5123,10.8899,35.7,5,5,4,4,5,5,3,5,5,4,3,2,3,1,2,0,0,5,221866.696929932,2007.33240240647,0,8,Highline,14.1,20.1685097419695,15.6,84.3871595330739,1,5,5
20683,530330279021027,63.9034805297852,89.8947982788086,87.6664123535156,0.0357861902736424,0.966818666168472,5559.53255431293,53033027902,1,0,14740,0,100.000000000127,Burien,7000,20,Burien,Burien,1,53033027900,233.83,5,77.8,5,0.083,4,0,0,0,0,0,0,0,0,0,66.7,10.6,14.2,0.9005,3.9664,2.5938,0.8174,3.5123,10.8899,35.7,5,5,4,4,5,5,3,5,5,5,5,2,5,4,5,0,0,5,158656.432022095,1641.29052347314,0,8,Highline,14.1,20.1685097419695,15.6,84.3871595330739,1,5,5
20684,530330279012014,60.0207653045654,88.2863159179688,85.3457107543945,0.271999776415569,0.432460416170186,4316.63131686374,53033027901,1,59,22422,0,100.000000000007,Burien,7000,20,Burien,Burien,1,53033027900,233.83,5,77.8,5,0.083,4,0,0,0,0,0,0,0,0,0,16,8.7,16.6,0.6883,3.2209,2.7685,0.5941,2.4049,8.9884,20.8,4,5,4,2,3,2,3,4,5,3,2,2,2,1,3,0,0,5,241353.881393433,2120.20450840511,0,8,Highline,18.5,11.4152591729761,80.2,19.7940503432494,2,2,2
20685,530330279021021,64.1751594543457,89.8422470092773,86.6171035766602,0.0312238700875765,0.955199926433816,5681.01928710938,53033027902,1,0,9500,0,99.9999999993853,Burien,7000,20,Burien,Burien,1,53033027900,233.83,5,77.8,5,0.083,4,0,0,0,0,0,0,0,0,0,66.7,10.6,14.2,0.9005,3.9664,2.5938,0.8174,3.5123,10.8899,35.7,5,5,4,4,5,5,3,5,5,5,5,3,5,4,4,0,0,5,102261.314407349,1300.20003088086,0,8,Highline,14.1,20.1685097419695,15.6,84.3871595330739,1,5,5
20686,530330309021011,60.2598552703857,90.1596069335938,86.1302375793457,0.0490950903334541,0.500022474699749,23768.47405876,53033030902,2,0,132694,0,99.7837703540558,East Federal Way,10000,4,"Lakeland, Algona, Pacific, and Milton",Pacific,1,53033030902,199.42,4,78,5,0.059,2,0,0,0,0,0,0,0,0,0,35.8,11.1,14.4,0.8156,3.1852,2.8398,0.8513,3.1291,10.0054,35,5,4,4,4,4,4,3,5,5,5,3,4,2,4,4,0,0,4,1428455.79180145,6698.51808782206,0,7,Auburn,22.9,13.3677298311445,53.5,42.4460431654676,4,3,4
20687,530330292032023,63.0324802398682,92.5396881103516,89.3182067871094,0.0458982563531812,0.923433713285572,23420.7954481662,53033029203,1,0,18029,0,100.000000000092,Kent-SE,14100,12,Kent - Central,Kent,1,53033029203,241.06,5,77.7,5,0.102,4,1,0,0,1,1,1,0,1,1,30.2,11,14.5,0.8411,3.2396,2.4752,0.8813,3.6742,10.2703,33.1,5,5,4,4,5,4,3,5,5,5,5,4,5,5,5,0,0,5,194066.988708496,1851.04330581528,0,5,Kent,19.2,17.675050985724,31.8,68.1818181818182,3,4,5
20688,530330292032051,62.5049095153809,92.0696487426758,89.0016059875488,0.0481062290976787,0.855261910208659,23344.4680328369,53033029203,1,18,12696,0,99.9999999993371,Kent-SE,14100,9,Kent - South,Kent,1,53033029203,241.06,5,77.7,5,0.083,4,1,0,0,1,1,1,0,1,1,30.2,11,14.5,0.8411,3.2396,2.4752,0.8813,3.6742,10.2703,33.1,5,5,4,4,5,4,3,5,5,5,5,4,4,5,5,0,0,5,136664.568572998,1482.10212616011,0,5,Kent,19.2,17.675050985724,31.8,68.1818181818182,3,4,5
20689,530330292032036,62.1077766418457,89.2626876831055,86.0252914428711,0.200181010802428,0.62712884422226,24231.0203585135,53033029203,1,67,39491,0,100.00000000016,Kent-SE,14100,9,Kent - South,Kent,1,53033029203,241.06,5,77.7,5,0.083,4,1,0,0,1,1,1,0,1,1,30.2,11,14.5,0.8411,3.2396,2.4752,0.8813,3.6742,10.2703,33.1,5,5,4,4,5,4,3,5,5,4,4,4,3,3,4,0,0,5,425092.869598389,2851.77370063434,0,5,Kent,19.2,17.675050985724,31.8,68.1818181818182,3,4,5
20690,530330297013004,61.5077800750732,90.3456840515137,87.034122467041,0.165129944356797,0.424674934028515,25502.6616796875,53033029701,1,74,44247,0,99.9999999999597,Kent-SE,14100,9,Kent - South,Kent,1,53033029700,182.49,3,77.7,5,0.083,4,1,0,0,0,1,1,0,1,1,48.1,14.3,16.5,0.9751,4.2315,3.2089,0.775,3.8454,12.0608,31.4,5,5,5,3,5,5,4,5,5,4,2,4,3,4,5,0,0,3,476289.000778198,3529.21690967664,0,7,Kent,20.1,21.5878194671017,48.7,51.244019138756,3,5,4
20691,530330242002028,61.7392692565918,89.4000205993652,86.3495864868164,0.00654112476684467,0.772350817548045,809.284048574942,53033024200,1,0,8182,0,100.000000002357,Mercer Isle/Pt Cities,16000,33,Mercer Island and Point Cities,Medina,1,53033024200,97.31,1,86.7,1,0.048,1,0,0,0,0,0,0,0,0,0,20.2,9.2,5.3,0.0656,0.4297,2.4347,0.6716,0.8863,4.4223,4,1,1,3,3,1,3,3,1,1,5,5,1,3,3,4,0,0,1,88063.6083679199,2873.63859199968,0,6,Bellevue,25.9,20.4479065238559,98.8,0.836431226765799,5,5,1
20692,530330295041002,61.5384922027588,89.9026260375977,87.1926193237305,0.0423091716493584,0.763291283473082,31722.0806051587,53033029504,1,68,5985,0,99.9999999987911,Kent-SE,14100,12,Kent - Central,Kent,1,53033029504,249.36,5,77.7,5,0.102,4,1,0,0,1,0,0,1,0,1,38.2,26.1,8.1,0.9106,4.157,2.8341,0.9203,3.1158,11.0272,29.5,5,5,4,5,4,4,5,5,2,5,5,5,3,4,5,0,0,5,64421.0160064697,1006.78611454259,0,5,Kent,25.8,18.7446259673259,15.7,84.2714570858283,5,5,5
20693,530330294071003,61.5406112670898,91.0374755859375,87.289924621582,0.178590926399141,0.499557146512685,31213.1663079582,53033029407,1,145,45555,0,99.9999999997294,Kent-East,14000,14,Kent - East,Kent,1,53033029407,477.08,5,78,5,0.105,4,1,0,0,0,1,0,1,0,1,20.8,29.9,11,0.9655,4.0085,3.501,0.9327,3.3566,11.7988,45.9,5,5,5,5,5,3,5,5,4,4,3,5,3,5,5,28.6125567557527,1,5,490370.324417114,3995.78813087462,0,5,Kent,30.3,22.6843100189036,43.5,56.5217391304348,5,5,4
20694,530330294062018,60.9518241882324,90.8457870483398,87.0342864990234,0.164167449804443,0.401168635237037,35074.9552476483,53033029406,1,495,214404,0,100.000000000338,Kent-East,14000,12,Kent - Central,Kent,1,53033029406,282.66,5,78,5,0.102,4,0,0,0,0,0,0,0,0,0,12.2,16,6.9,0.3852,2.2583,2.1929,0.8932,1.6376,6.982,15,3,3,3,5,2,1,4,3,2,4,2,5,2,5,5,0,0,5,2307917.21653748,6484.67544939526,0,5,Kent,23.7,14.0735958683021,87,12.9761136216914,4,3,2
20695,530330320055003,58.780387878418,89.5494689941406,85.5092239379883,0.301267510929945,0.375088144974088,55759.0891495358,53033032005,1,184,74927,0,99.9999999999574,Covington/Maple Valley,8000,11,Covington,Covington,1,53033032005,233.16,5,79.8,4,0.14,5,0,0,0,0,0,0,0,0,0,30.9,8,8.3,0.1318,1.5649,2.2314,0.5879,0.7837,5.1679,14.4,2,2,3,2,1,4,3,3,3,2,2,5,2,3,3,0,0,5,806541.086608887,3990.0850027613,0,9,Kent,25.5,10.4384943733023,99.6,0.441176470588235,5,2,1
20696,530330294073009,62.3974342346191,91.7956619262695,88.837890625,0.108678142403461,0.58247951435822,31397.2108487216,53033029407,1,74,18172,0,99.999999998224,Kent-East,14000,12,Kent - Central,Kent,1,53033029407,477.08,5,78,5,0.102,4,1,0,0,0,1,0,1,0,1,20.8,29.9,11,0.9655,4.0085,3.501,0.9327,3.3566,11.7988,45.9,5,5,5,5,5,3,5,5,4,5,4,5,4,5,5,75.5986762390587,1,5,195605.162368774,2089.98994767873,0,5,Kent,30.3,22.6843100189036,43.5,56.5217391304348,5,5,4
20697,530330294082002,61.3191375732422,90.8822975158691,86.7995986938477,0.389887086881768,0.48715599179774,33875.4872622283,53033029408,1,79,20789,0,99.9999999993435,Kent-East,14000,14,Kent - East,Kent,1,53033029408,277.8,5,78,5,0.105,4,0,0,0,0,0,0,0,0,0,23.6,29,12.1,0.9123,4.3237,2.5424,0.9474,3.2384,11.0519,31.1,5,5,4,5,4,3,5,5,4,2,3,5,3,5,4,0,0,5,223780.476516724,2317.27773533612,0,5,Kent,24.3,17.7409061901723,42.9,46.9580626107501,4,4,4
20698,530330295083004,59.3100738525391,91.9061737060547,86.6482849121094,0.236645047694895,0.473787310001221,38659.9133906634,53033029508,1,227,82146,0,100.000000000302,Kent-SE,14100,14,Kent - East,Kent,1,53033029502,239.72,5,77.7,5,0.105,4,0,0,0,0,0,0,0,0,0,3.2,12.4,5.9,0.3484,2.4,2.6319,0.7569,0.9548,6.7436,5.09999999999999,3,4,4,3,1,1,4,1,1,3,3,5,2,5,4,0,0,5,884253.316085815,3515.71401547347,0,5,Kent,27.8,3.41741253051261,94.7,5.28885272579333,5,1,1
20699,530330308013007,61.3277168273926,91.6451263427734,89.1160545349121,0.181833021509562,0.508153097614203,33851.8748877514,53033030801,1,24,16647,0,99.9999999994027,Auburn-South,1100,2,Auburn - South,King County,1,53033030801,492.04,5,73.8,5,0.109,5,1,0,1,1,1,1,1,0,1,23.7,24.5,13.5,0.996,4.572,3.3994,0.9587,4.282,13.2121,42.1,5,5,5,5,5,3,5,5,5,4,3,5,3,5,5,77.4553158681931,1,5,179205.834663391,1853.45187127962,1,7,Auburn,32.3,18.6025812194036,6.5,56.7119796091759,5,5,4
20700,530330308011035,60.1462707519531,90.6032104492188,86.478099822998,0,0.584057363330889,25594.8619495739,53033030801,1,0,8721,0,99.9999999994168,Auburn-South,1100,2,Auburn - South,Auburn,1,53033030801,492.04,5,73.8,5,0.109,5,1,0,1,1,1,1,1,0,1,23.7,24.5,13.5,0.996,4.572,3.3994,0.9587,4.282,13.2121,42.1,5,5,5,5,5,3,5,5,5,5,4,4,2,5,4,0,0,5,93888.0381164551,1914.4349916843,1,7,Auburn,32.3,18.6025812194036,6.5,56.7119796091759,5,5,4
20701,530330309011017,59.9637489318848,90.7669906616211,85.9368667602539,0.0743503704806514,0.465816857360502,26034.9451856737,53033030901,1,0,91253,0,99.9999999998237,East Federal Way,10000,4,"Lakeland, Algona, Pacific, and Milton",Algona,1,53033030901,440.97,5,78,5,0.059,2,0,0,0,0,0,0,0,0,0,9.9,16.1,10.4,0.7528,3.197,2.6119,0.909,2.7182,9.4361,23.2,4,4,4,5,3,1,4,4,4,5,3,5,2,5,3,9.71205102793494,1,5,982343.152229309,11098.416980774,0,7,Auburn,27,8.51063829787234,69.6,10.5351170568562,5,1,2
20702,530330306002016,60.2853317260742,92.5324554443359,90.1538696289063,0.114984562812865,0.522015764382881,31304.0393222753,53033030600,1,60,20919,0,100.00000000037,Auburn-North,1000,5,Auburn - North,Auburn,1,53033030600,320.24,5,77.4,5,0.119,5,0,0,0,0,0,0,0,0,0,20.5,8.7,13.8,0.7404,3.5283,2.7743,0.6546,2.3719,9.3291,29.9,4,5,4,3,3,3,3,5,5,4,3,5,2,5,5,59.9924891872674,1,5,225188.601608276,1986.08413671612,0,7,Auburn,27.3,10.2608695652174,60.3,38.9025389025389,5,2,3
20703,530330069003010,62.2800350189209,87.7445335388184,83.5534973144531,0.203492863140218,0.635173784221242,2001.86388975201,53033006900,1,41,6224,0,100.000000000659,QA/Magnolia,2900,44,Seattle - Queen Anne,Seattle,1,53033006900,150.24,2,85.1,1,0.05,2,0,0,0,0,0,0,0,0,0,38.6,0.3,5.9,0.1538,0.9369,1.4924,0.3267,2.585,5.341,9,2,1,1,1,3,4,1,2,1,3,4,1,4,1,1,0,0,2,66986.3918151855,1146.00492046161,0,4,Seattle,21,10.6640814348037,46.7,53.2979194333776,3,2,4
20705,530330309022004,61.0258045196533,89.9155654907227,87.2426109313965,0.155335202651032,0.433371365143626,29084.68447742,53033030902,1,169,81995,0,100.000000000012,East Federal Way,10000,4,"Lakeland, Algona, Pacific, and Milton",Pacific,1,53033030902,199.42,4,78,5,0.059,2,0,0,0,0,0,0,0,0,0,35.8,11.1,14.4,0.8156,3.1852,2.8398,0.8513,3.1291,10.0054,35,5,4,4,4,4,4,3,5,5,4,2,5,2,4,5,0,0,4,882679.454078674,3967.43294544173,0,7,Auburn,22.9,13.3677298311445,53.5,42.4460431654676,4,3,4
